iter	RMSE
227	0.01108124788
228	0.01105328622
229	0.01101641358
230	0.01097629853
231	0.01095994606
232	0.01095016609
233	0.01094340341
234	0.01091074236
235	0.01088400789
236	0.01086061935
237	0.01084005217
238	0.01079781517
239	0.01077576079
240	0.01074230899
241	0.01071614072
242	0.01070756616
243	0.01068327532
244	0.01065587527
245	0.01063769142
246	0.01060858874
247	0.01058722111
248	0.01058044251
249	0.010543787
250	0.01053329041
251	0.0105163693
252	0.01049712979
253	0.01048266048
254	0.01045687717
255	0.01045175952
256	0.01041925946
257	0.01041086208
258	0.0103874141
259	0.01036412862
260	0.01034478665
261	0.01033654201
262	0.010319178
263	0.01031160891
264	0.01028836532
265	0.01027080365
266	0.01026079443
267	0.0102411272
268	0.01022713446
269	0.01020508776
270	0.01019913154
271	0.01019336553
272	0.01016797737
273	0.01015284263
274	0.01013365295
275	0.01012140095
276	0.01011822867
277	0.01011078924
278	0.01008751258
279	0.01008055687
280	0.01005869031
281	0.01004962779
282	0.01003503694
283	0.01002849539
284	0.0100071111
285	0.009987690468
286	0.009981474753
287	0.009961182859
288	0.009945550819
289	0.009928198688
290	0.009908450979
291	0.00990022162
292	0.009883408138
293	0.009862271074
294	0.00985721344
295	0.009844204855
296	0.00982427493
297	0.009810893005
298	0.009780761105
299	0.009762311998
300	0.009743629292
301	0.00973142056
302	0.009723765629
303	0.009707574255
304	0.009691327553
305	0.009684064395
306	0.009668249302
307	0.009645203304
308	0.009641093873
309	0.009626909588
310	0.009615069192
311	0.009608794404
312	0.009592430507
313	0.009577261018
314	0.009562260179
315	0.009551252083
316	0.009537061033
317	0.009522865923
318	0.009511416473
319	0.009507173155
320	0.009501064623
321	0.009485453466
322	0.009475524281
323	0.009457743757
324	0.00944538614
325	0.00942711438
326	0.009415903948
327	0.009403693766
328	0.009389040636
329	0.009381232446
330	0.009366881077
331	0.009355441002
332	0.009337653478
333	0.009333178456
334	0.009327871319
335	0.009315098161
336	0.009298725742
337	0.009285369064
338	0.009273271586
339	0.00927021472
340	0.009258030346
341	0.009253399717
342	0.009243757639
343	0.009229976639
344	0.009220501901
345	0.009215373914
346	0.009212180152
347	0.009201763853
348	0.009191530157
349	0.009181444735
350	0.009176181015
351	0.009164333674
352	0.00915557382
353	0.009151589421
354	0.009135556064
355	0.009120931678
356	0.009109500471
357	0.009103940197
358	0.009094439804
359	0.009080961226
360	0.00907383178
361	0.009064383917
362	0.009057724239
363	0.009049548637
364	0.009045575045
365	0.009028771317
366	0.009015723253
367	0.009005562303
368	0.008995493611
369	0.008986867957
370	0.008983453151
371	0.008972867085
372	0.008969350534
373	0.00896693503
374	0.008961271621
375	0.008949724569
376	0.008943751591
377	0.008933431398
378	0.008928241171
379	0.008919727052
380	0.008909657691
381	0.00890363998
382	0.008889317516
383	0.008879207256
384	0.008875583432
385	0.008854998644
386	0.008841375382
387	0.008834532609
388	0.008822807954
389	0.008817085732
390	0.008812817704
391	0.008805701806
392	0.008793011826
393	0.008782542359
394	0.008777410329
395	0.008768057881
396	0.008764916075
397	0.008751929556
398	0.008738783753
399	0.008727847015
400	0.008724306677
401	0.008715935132
402	0.008703524713
403	0.008692608257
404	0.008680902249
405	0.008667602945
406	0.008665514656
407	0.008654942505
408	0.008644128064
409	0.00863307562
410	0.00862992295
411	0.008619506703
412	0.008604587591
413	0.00859868085
414	0.008593988931
415	0.008586296595
416	0.008577902072
417	0.00857288076
418	0.008569309864
419	0.00856714636
420	0.008557046801
421	0.008553658964
422	0.00853640509
423	0.008527794608
424	0.008520302296
425	0.008518448761
426	0.008510682662
427	0.008505552008
428	0.008491205685
429	0.008480876378
430	0.008472221862
431	0.00846812585
432	0.008462664367
433	0.008458514557
434	0.008449855313
435	0.008445869719
436	0.008435552541
437	0.008426962168
438	0.008424226183
439	0.008410099999
440	0.008403790252
441	0.008398561586
442	0.008385831311
443	0.008372528524
444	0.008362417696
445	0.008360267385
446	0.008356933318
447	0.00834822107
448	0.008339357517
449	0.008336265012
450	0.008324200332
451	0.008313990497
452	0.008311394329
453	0.008306640614
454	0.008298025883
455	0.008288682882
456	0.008280886409
457	0.008274907944
458	0.008269598699
459	0.008264097993
460	0.008256804163
461	0.008246803707
462	0.008239912067
463	0.00823003627
464	0.008218156094
465	0.00821084331
466	0.008207725739
467	0.008205516957
468	0.008196732213
469	0.008187509986
470	0.008182886214
471	0.008178695655
472	0.008169727819
473	0.008163510871
474	0.008159141785
475	0.008154572974
476	0.008147296784
477	0.008144270494
478	0.008135290543
479	0.008131829781
480	0.008123345514
481	0.008113977159
482	0.008103132526
483	0.00809469948
484	0.00808698238
485	0.008079639055
486	0.008075283089
487	0.008068327917
488	0.008066626585
489	0.008065184301
490	0.008061949308
491	0.008054506724
492	0.008047935464
493	0.008044086327
494	0.008035780022
495	0.008028975089
496	0.008021591898
497	0.00801602615
498	0.008009986659
499	0.0080074905
500	0.008001903892
501	0.007995025089
502	0.007992165613
503	0.007986437836
504	0.007982634347
505	0.007979817507
506	0.007974160307
507	0.00797071294
508	0.007967379367
509	0.007959749499
510	0.007955840453
511	0.007953069332
512	0.007944835873
513	0.007931340336
514	0.007925220866
515	0.007922445009
516	0.007915937277
517	0.007910932562
518	0.007907769728
519	0.007904949834
520	0.00789797233
521	0.007893703845
522	0.007890906342
523	0.007884649066
524	0.007878037609
525	0.007869168726
526	0.007861847706
527	0.007854257468
528	0.007851192053
529	0.007843906255
530	0.007840668808
531	0.00783396583
532	0.007828128015
533	0.007821560374
534	0.007816314991
535	0.007808257799
536	0.007797834308
537	0.007791095065
538	0.007785635223
539	0.007776261483
540	0.007770823244
541	0.007763927059
542	0.007760792429
543	0.007753531918
544	0.007750133592
545	0.00774711501
546	0.007739710738
547	0.007737342696
548	0.007731535321
549	0.007728094954
550	0.007724202395
551	0.007719186695
552	0.007713435841
553	0.007707305213
554	0.007704149759
555	0.007698018306
556	0.007695672244
557	0.007693327605
558	0.007691111076
559	0.00768594583
560	0.007679388907
561	0.007672142338
562	0.007666112213
563	0.007663152167
564	0.00765906578
565	0.007652665149
566	0.007649896599
567	0.007647109101
568	0.007644952486
569	0.007641715782
570	0.007639495268
571	0.007628600337
572	0.007624773785
573	0.007619142371
574	0.007613411904
575	0.007610214093
576	0.00760578002
577	0.007599943894
578	0.007592135692
579	0.007589615935
580	0.007584766066
581	0.007575278253
582	0.00757321009
583	0.007570984243
584	0.00756800021
585	0.007565912461
586	0.007562849397
587	0.007557427121
588	0.007555019772
589	0.007544712541
590	0.007539813377
591	0.007533667164
592	0.007527942325
593	0.007523014642
594	0.007520488825
595	0.007513486775
596	0.007505234666
597	0.007502656582
598	0.007496768382
599	0.007491559724
600	0.00748697379
601	0.007480366554
602	0.00747466807
603	0.007471416709
604	0.007466058899
605	0.007461235657
606	0.007455934744
607	0.007451146074
608	0.007448690436
609	0.007442967467
610	0.007440091389
611	0.007437197253
612	0.007432096653
613	0.007427171142
614	0.007421910367
615	0.007417868235
616	0.007413226878
617	0.007407286708
618	0.007404233623
619	0.007398428017
620	0.007396032381
621	0.007394174415
622	0.00738917586
623	0.00738657709
624	0.007384742148
625	0.007379710775
626	0.007376708962
627	0.007375359115
628	0.007373035187
629	0.007368219142
630	0.007359329578
631	0.007357002262
632	0.00735132316
633	0.00734709698
634	0.007345162655
635	0.007341840383
636	0.007338393829
637	0.00733660314
638	0.007330467513
639	0.007325198477
640	0.007318397445
641	0.007310816802
642	0.007308162119
643	0.007303891607
644	0.007297583463
645	0.007292519995
646	0.007284899915
647	0.007281951347
648	0.007279317726
649	0.007274182008
650	0.007269984448
651	0.007267308152
652	0.00726331717
653	0.007259685238
654	0.007256854297
655	0.007252722603
656	0.007246781139
657	0.007244475495
658	0.007240529714
659	0.00723580981
660	0.007229601132
661	0.007227298605
662	0.00722376799
663	0.007220734411
664	0.00721939353
665	0.007215638281
666	0.00721036447
667	0.007208376204
668	0.007205832552
669	0.007201729836
670	0.007199767399
671	0.007196720103
672	0.007194405911
673	0.007188544892
674	0.00718234952
675	0.007179912464
676	0.007175924548
677	0.007174024596
678	0.007169776804
679	0.007167389014
680	0.007160454926
681	0.007159699858
682	0.007157249802
683	0.007154594527
684	0.007149931122
685	0.007146696764
686	0.007140614962
687	0.00713825143
688	0.007136239719
689	0.007132507674
690	0.007128739427
691	0.007123720757
692	0.007120585019
693	0.007112367422
694	0.007109839171
695	0.007107956274
696	0.007105398788
697	0.007097730264
698	0.007094282926
699	0.00709145978
700	0.007086342776
701	0.007080058729
702	0.007078742808
703	0.007075499607
704	0.007071562781
705	0.007068485006
706	0.00706693116
707	0.007065441291
708	0.007063538929
709	0.007057874735
710	0.007054911194
711	0.007052941859
712	0.007049520465
713	0.007048058292
714	0.007044474898
715	0.007039374137
716	0.007037965313
717	0.007033314392
718	0.00703037131
719	0.007026815513
720	0.007023245409
721	0.007021389093
722	0.007019479209
723	0.007017415329
724	0.007014246168
725	0.007010343296
726	0.00700659293
727	0.00700434549
728	0.007001592976
729	0.006995301067
730	0.006993817696
731	0.00698645297
732	0.006984230819
733	0.006976049926
734	0.006973309366
735	0.006969057416
736	0.006967341147
737	0.006960704864
738	0.006957364962
739	0.006953454566
740	0.006946887419
741	0.006942901255
742	0.006936724207
743	0.006934717084
744	0.006932446625
745	0.006930105028
746	0.006924182964
747	0.006922134858
748	0.00691713038
749	0.006915545207
750	0.006914941817
751	0.006910592589
752	0.00690797347
753	0.00690487351
754	0.006903080079
755	0.006898215176
756	0.006896533456
757	0.006893115495
758	0.00689152605
759	0.006887858937
760	0.006886053996
761	0.006884427623
762	0.006879863938
763	0.006877736952
764	0.006874428017
765	0.006867772117
766	0.006864153295
767	0.006858285903
768	0.006856149295
769	0.006849775265
770	0.006846727272
771	0.006841628087
772	0.006839658192
773	0.006835456258
774	0.006831549622
775	0.006827183048
776	0.006820488803
777	0.006817775289
778	0.006812762639
779	0.006808279807
780	0.006803812842
781	0.006800679147
782	0.00679344078
783	0.006789045799
784	0.006787601371
785	0.006786151944
786	0.006784279198
787	0.006781987878
788	0.00677688769
789	0.006774009579
790	0.006769350171
791	0.006765786537
792	0.00676446409
793	0.006761538165
794	0.006757538029
795	0.006753547014
796	0.006749062672
797	0.006743239519
798	0.006740584745
799	0.006735958065
800	0.006732847172
801	0.006730540695
802	0.006728166639
803	0.006725997088
804	0.006723844211
805	0.006720282998
806	0.006716648631
807	0.006711473206
808	0.006707538523
809	0.006703791039
810	0.006702382883
811	0.006700540071
812	0.006698755663
813	0.006696901187
814	0.006694048877
815	0.006689990459
816	0.006688918653
817	0.006686328576
818	0.006685304992
819	0.00667959251
820	0.006674190267
821	0.006672718344
822	0.006670392567
823	0.006667744272
824	0.006665391036
825	0.006661428983
826	0.006659193167
827	0.006655717671
828	0.00665380006
829	0.006650418927
830	0.006648289159
831	0.006645921028
832	0.006641849072
833	0.006639617451
834	0.006636337969
835	0.006634793326
836	0.006633246062
837	0.006627731394
838	0.006623213688
839	0.006618768233
840	0.006617554497
841	0.00661579922
842	0.006612024054
843	0.006609318574
844	0.006607007106
845	0.006605038357
846	0.006601096948
847	0.006599074491
848	0.006593508271
849	0.006591451472
850	0.006586636728
851	0.006584919884
852	0.006580248108
853	0.006576723692
854	0.00657376514
855	0.006570545297
856	0.006567013788
857	0.006563825077
858	0.00656096825
859	0.006559584484
860	0.006558024713
861	0.006556149644
862	0.006554298463
863	0.00655145265
864	0.006548215713
865	0.006544677666
866	0.006541993173
867	0.006539931645
868	0.006538165859
869	0.00653597141
870	0.006533187626
871	0.006531592334
872	0.006529394633
873	0.006524836331
874	0.006522195253
875	0.006519408421
876	0.006516266591
877	0.006515117649
878	0.006512257212
879	0.006510452253
880	0.006503796275
881	0.006502723075
882	0.006499384094
883	0.006498065024
884	0.006495552866
885	0.00649115394
886	0.006489201456
887	0.006487789564
888	0.006484650303
889	0.006482295323
890	0.00647978082
891	0.006476492971
892	0.006472565812
893	0.006469096579
894	0.006467725927
895	0.006464261528
896	0.006461767274
897	0.00646025527
898	0.006458977104
899	0.006455825424
900	0.006454210677
901	0.006450035961
902	0.006444730123
903	0.006441774969
904	0.006440896001
905	0.006439095353
906	0.006436610378
907	0.006433800781
908	0.006431430042
909	0.006425910396
910	0.0064246208
911	0.006422672952
912	0.006419906972
913	0.006418469724
914	0.006417268019
915	0.006415517936
916	0.006414234395
917	0.006412829045
918	0.006411709115
919	0.006409565471
920	0.00640564194
921	0.006404793392
922	0.006402292667
923	0.006397391543
924	0.006394716229
925	0.006393289666
926	0.006391448472
927	0.006389284249
928	0.006387384766
929	0.006385630828
930	0.006380803189
931	0.006377475195
932	0.006373157243
933	0.00637208691
934	0.006370190209
935	0.00636864427
936	0.00636611849
937	0.006362891376
938	0.006360903622
939	0.00635682518
940	0.006353323639
941	0.006349725309
942	0.006348222736
943	0.006347237005
944	0.006345746351
945	0.006342259522
946	0.006340555547
947	0.006338857983
948	0.006335783751
949	0.006330912968
950	0.006329822506
951	0.006326315845
952	0.006324768412
953	0.00632115306
954	0.006318479829
955	0.006313997064
956	0.006312551456
957	0.006310192126
958	0.006308794757
959	0.006306371371
960	0.006304553131
961	0.006302963763
962	0.006300954908
963	0.006297980702
964	0.006294855707
965	0.006292911164
966	0.006290625349
967	0.006288865262
968	0.006287415145
969	0.006284789474
970	0.006283230337
971	0.006281323072
972	0.006277996235
973	0.006275101421
974	0.006273935846
975	0.006271071962
976	0.006268601868
977	0.006267334664
978	0.006265347916
979	0.006264281734
980	0.006263438413
981	0.006261762646
982	0.006259472847
983	0.006254199476
984	0.006252732197
985	0.006250435949
986	0.006248582611
987	0.006247591548
988	0.006244473968
989	0.006243422106
990	0.00623941232
991	0.006237841949
992	0.006236210366
993	0.006234730239
994	0.006231597945
995	0.006229685891
996	0.00622765606
997	0.006226028809
998	0.006224026729
999	0.006222851357
